ID_EMPDv2,source,site_name,entity_name,latitude,longitude,elevation,basin_size,site_type,entity_type,age_BP,ID_BIOME,publication,DOI,Abies,Acer,Acer turkestanica,Achillea type,Aconitum,Aesculus,Aethusa cynapium type,Alchemilla type,Allium type,Alnus alnobetula,Alnus glutinosa type,Amaranthaceae,Ambrosia type,Amorpha fruticosa,Anemone hortensis,Anemone nemorosa type,Anthemis type,Anthericum,Anthericum type,Anthriscus sylvestris type,Apiaceae,Apium inundatum type,Apium type,Arbutus type,Arceuthobium,Artemisia,Aruncus type,Asplenium type,Asteroideae,Astragalus type,Athyrium filix-femina,Berula erecta,Betula,Bidens type,Bistorta type,Boraginaceae,Botrychium,Brassicaceae,Bupleurum type,Buxus,Calluna vulgaris,Campanula,Campanulaceae,Carduus type,Carlina,Carpinus,Caryophyllaceae,Castanea sativa,Cedrus,Celtis,Centaurea montana type,Centaurea nigra type,Centaurea solstitialis,Centaurium,Cerastium cerastioides type,Cerastium fontanum type,Chaerophyllum hirsutum type,Chamaerops humilis,Cichorioideae,Cirsium,Cirsium type,Cistus crispus type,Cistus salviifolius,Citrus,Clematis type,Conium type,Convolvulus,Cornus mas,Cornus sanguinea,Corylus avellana,Cousinia type,Crassula,Cryptogramma crispa,Cryptomeria type,Cuscuta,Cyperaceae,Cystopteris fragilis,Daucus type,Dianthus type,Dipsacaceae,Dryopteris filix-mas type,Echium,Elaeagnus,Elaeagnus type,Empetrum type,Ephedra distachya type,Ephedra fragilis type,Epilobium,Eremurus,Erica arborea type,Ericaceae,Eryngium,Eryngium type,Eucalyptus,Euphorbia,Fabaceae,Fagus,Fagus sylvatica,Falcaria type,Falcaria vulgaris type,Fallopia convolvulus type,Filipendula,Frangula alnus,Fraxinus excelsior,Fraxinus ornus,Fraxinus sogdiana,Galeopsis type,Gentiana,Gentiana pneumonanthe type,Geranium,Geranium type,Gnaphalium type,Gypsophila repens type,Hedera type,Helianthemum,Helianthemum type,Helleborus viridis,Heracleum type,Hippophae rhamnoides,Hornungia/Sinapis type,Huperzia selago,Hyoscyamus type,Hypericaceae,Hypericum perforatum type,Impatiens type,Juglans,Juglans regia,Juncaceae,Juniperus,Juniperus type,Kalmia procumbens type,Lamiaceae,Larix,Lathyrus type,Ligusticum type,Ligustrum,Liliaceae,Lilium martagon type,Linum austriacum type,Linum type,Liquidambar,Lonicera type,Lotus type,Lythrum,Lythrum salicaria,Matricaria type,Melampyrum,Mentha type,Mercurialis,Mercurialis annua,Minuartia rubra type,Morus alba,Morus alba type,Olea,Onobrychis,Onobrychis type,Ononis type,Ornithopus,Ostrya type,Papaver rhoeas type,Paronychia type,Pedicularis type,Peucedanum type,Phillyrea,Phyteuma,Picea,Picea schrenkiana,Pimpinella major type,Pinus,Pinus (Diploxylon),Pinus (Haploxylon),Pinus cembra,Pinus sylvestris type,Pistacia,Plantago,Plantago alpina type,Plantago coronopus,Plantago coronopus type,Plantago lanceolata type,Plantago maritima type,Plantago media/Plantago major,Plantago media/Plantago major type,Plantago tenuiflora type,Platanus,Plumbaginaceae,Poaceae,Polemonium type,Polygonaceae,Polygonum aviculare,Polygonum aviculare type,Polygonum viviparum,Polypodiales,Polypodium vulgare type,Populus,Potentilla type,Primula farinosa,Primula veris type,Prunus type,Pteridium aquilinum,Pulmonaria type,Pulsatilla,Quercus cerris type,Quercus ilex type,Quercus pubescens type,Quercus robur/Quercus pubescens type,Ranunculaceae,Ranunculus acris type,Ranunculus arvensis type,Ranunculus reniformis type,Reseda type,Rhamnus cathartica,Rhamnus type,Rhinanthus type,Rhus type,Robinia pseudoacacia,Roemeria type,Rosa type,Rosaceae,Rubiaceae,Rumex acetosa type,Rumex acetosella,Rumex acetosella type,Rumex obtusifolius type,Ruta type,Sagina,Salix,Salsola kali type,Sambucus,Sanguisorba minor ssp minor,Sanguisorba minor type,Sanguisorba officinalis,Saussurea type,Saxifraga oppositifolia type,Saxifraga tridactylites type,Scabiosa type,Scrophulariaceae,Sedum,Senecio type,Silene dioica type,Silene vulgaris type,Sium type,Smyrnium type,Solanum dulcamara,Solanum nigrum type,Soldanella,Sorbus type,Sorbus/Rubus type,Symphytum,Tamarix,Taxus,Teucrium type,Thalictrum,Thalictrum type,Thesium humifusum,Tilia,Trachycarpus fortunei,Trifolium pratense type,Trifolium repens type,Trifolium type,Trinia glauca type,Trollius,Tsuga,Ulex type,Ulmus,Urtica dioica type,Urtica membranacea type,Urtica pilulifera,Urtica urens,Vaccinium type,Valeriana dioica type,Valeriana officinalis type,Veronica type,Viburnum lantana,Vicia type,Viscum,Xanthium type
8700,EMPD2,Bakaly lake; N-S transect through mixed forests,Tinner_a29,41.8666666666667,71.9666666666667,1880,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,4,,,,,,,,,,,51,,,,,,,,,13,,,,3,109,,,1,,,,12,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,10,,5,,1,,,,,,2,,,10,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,30,2,,,2,,,,20,,,105,,1,,,1,,,,,,,,,,,4,,21,,,,,,,,,,,,,,,,,,,23,,1,,,,,,2,,,,22,,,,1,2,,170,,,,,,,,,1,,,,,,,,,,,,4,,,,,,,,,,,,,,,,4,,,1,1,,,,,,,,,,,4,,,,,,,,,2,,,,,3,,,,,,,1,,,,,,,,,,,,1,,,,,
8701,EMPD2,Bakaly lake; N-S transect through mixed forests,Tinner_a30,41.8666666666667,71.9666666666667,1880,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,1,,,,,,,,,,,58,,,,,,,,,5,,,,,53,,,,,,1,18,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,2,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,7,,,21,,1,,,,,,,,,,,,,,3,,18,,,,,,,,,,,,,1,,,,,,33,,1,,,,,,5,,,,94,,,5,32,,,214,,1,,,,,,2,3,,,,,,,,,,,,18,,2,,,,1,,,,,,,,,,15,,,,,,,,,,,,,1,,1,,,1,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,5
8702,EMPD2,Bakaly lake; N-S transect through mixed forests,Tinner_a31,41.8666666666667,71.9666666666667,1880,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,1,,1,,,,,,,,,48,,,,,,,,,22,,,,,103,,,,,,,8,,1,,,,3,,,,,2,,,,,,,4,,,,,,,,,,3,,,,,1,,,,,,,,,,9,,14,,,,,,,,,,3,17,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,2,4,,,2,,,,32,,,88,,,,,,,,,,,,,,,,1,,17,,,,,,,,,,,,,,1,,,1,,35,,,,,,,,,,,,3,,,,,1,,133,,1,,,,,,,4,,,2,,,,,,,,,3,,,,,,,,,,2,3,,,,,3,,,2,2,,,,,2,,,1,1,,5,,,,,,,,,11,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,4
8703,EMPD2,Bakaly lake; N-S transect through mixed forests,Tinner_a32,41.8666666666667,71.9666666666667,1880,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,7,,,,,,,,,,,55,,,,,,,,,23,,,,,98,,,,,,,5,,6,,,,1,,,,,2,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,2,,6,,,,,,,,3,1,,21,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,7,1,,,2,,2,,22,,,60,,1,,,,,,,,,,,,,,4,,17,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,7,,,,,2,,164,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,1,,,,,7,,,1,,,,,,,,,,1,,16,,,1,,,,,,4,,,,1,1,,,,,,,2,,,,,,,,,,,,,,,,,2
8704,EMPD2,Bakaly lake; N-S transect through mixed forests,Tinner_a33,41.8666666666667,71.9666666666667,1880,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,,,,,,,,,,56,,,,,,,,,33,,,,1,81,,,,,,,5,,1,,,,1,,,,,10,,,2,,,,,2,,,,,,,,,2,,,,,,,,,,2,,,,,5,,19,,1,,,,,,,,1,13,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,6,1,,,1,,,,24,,,45,,,,,,,,,,,,,,,,4,,9,,,,,,,,,,,,,1,,,,1,,108,,,,,,,,1,,,,3,,,,,,,88,,,,,,,,,5,,,6,,,,,,,,,4,,,,,,,,,,5,7,,,,,3,,,2,,,,,,1,,,2,2,,42,,,,,,,,,7,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,1
8705,EMPD2,Bakaly lake; W-E transect through mixed forests,Tinner_a34,41.8666666666667,71.9666666666667,1880,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,,,,,,,,,,92,,,,,,,,,6,,,,2,173,,,,,,,8,,1,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,13,,1,,,,,,,,1,,,9,,,,,,1,1,,,,,,,,,,,2,,,,,,,,,,,,,3,,,,,2,,170,,,157,,1,,1,,,,,,,,,,,,1,,10,,,,,,,,,,,,,2,,,,,,31,,,,,,,,2,,,,10,,,,,,,92,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,1,4,,,,,8,,,2,1,,,,,1,,,,3,,3,,,1,,,,,,2,,,,,,3,,,,,,,,,,,,8,,,,,,1,,,,,4
8706,EMPD2,Bakaly lake; W-E transect through mixed forests,Tinner_a35,41.8666666666667,71.9666666666667,1880,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,1,,,,,,,,,,,91,,,,,,,,,4,,,,1,188,1,,,,,,9,,,,,,,,,,,7,,,2,,,,,,,,,,,,5,,,,,,,,,,,,1,,,,,16,,,,,,,,,,4,,,4,,,,1,,1,2,,,,,,,,,,,,,,,1,,,,,,,,2,2,,,1,,1,,40,,,162,,2,,,,,,,,,,,,,,1,,12,,,,,,,,,,,,,2,,,,,,32,,,,,,,,,,,,6,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,5,,,1,,,,,,,,,1,1,,41,,,,,,,,,8,,,,,1,14,,,,,,3,,,,,,2,,,,,,,,,,,1
8707,EMPD2,Bakaly lake; W-E transect through mixed forests,Tinner_a36,41.8666666666667,71.9666666666667,1880,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,5,,,,,,,,,,,93,,,,,,,,,16,,,,1,146,2,,2,,,,13,,,,,,,,,,,3,,,1,,,,,1,,,,,,,2,,,,,,,,,,,,2,,,,,28,,6,,,,,,,,1,,,7,,,,,,,10,,,,,,,,,,,3,,,,,,,,,,,,10,1,,,4,,,,29,,,150,,6,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,1,,,,,,44,,,,,,,,,,,,34,,,,,,,137,,,,1,,,,,7,,,,,,,,,,,1,,,,,,,,,,,,5,,,,,1,,,1,3,,,,,,,,,,,36,,,,,,,,,7,,,,,,9,,,,,,2,,,,,,6,,,,,,,,,,,2
8708,EMPD2,Bakaly lake; W-E transect through mixed forests,Tinner_a37,41.8666666666667,71.9666666666667,1880,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,1,,,,,,,,,,,42,,,,,,,,,17,,,,1,63,1,,,,,,295,,,,,,,,,,,,,,,,,,,2,,,,,,,4,,,,,,,,,,,,1,,,,,628,,5,,,,,,,,3,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,2,,,,19,,,82,,,,,,,,,,,,,,,,2,,15,,,,,,,,,,,,,,,,,,,28,,1,,,,,1,1,,,,7,,,,,1,,63,,,,1,,,,,,,,,,,,,,,,,3,,,,,,,,,,3,2,,,,,10,,,,,,,,,,,,1,,,5,,,,,,,,,2,,,,,,3,,,,,,3,,,,,,2,,,,,,,,,,,4
8709,EMPD2,Bakaly lake; W-E transect through mixed forests,Tinner_a38,41.8666666666667,71.9666666666667,1880,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,,,,,,,,,,64,,,,,,,,,21,,,,,49,,,,,,,109,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,213,,3,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,4,,,,1,,,,2,,,10,,1,,,,,,,,,,,,,,4,,23,,,,,,,,,,,,,1,,,,,,21,,,,,,,,3,,,,47,,,6,52,,,140,,1,,,,,,,26,,,,,,,,,,,,3,,,,,,,,,,2,1,,,,,9,,,1,2,,,,,1,,,,,,16,,,,,,,,,7,,,,,,3,,,,,,1,,,,,,1,,,,,,,,,,,3
8710,EMPD2,Bakaly lake; W-E transect through mixed forests,Tinner_a39,41.8666666666667,71.9666666666667,1880,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,,,,,,,,,,48,,,,,,,,,6,,,,,95,2,,,,,,39,,,,,,,,,,,1,,,,,,,,,,1,,,,,2,,2,,,,,,,,,,,,,,,9,,2,,,,,,,,3,1,,9,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,7,1,,,1,,5,,26,,,154,,1,,,,,1,,,,,,,,,3,,13,,,,,,,,,,,,,,,,,,,29,,2,,,,,,1,,,,8,,,,,,,250,,1,,1,,,,,4,,,2,,,,,,,,,2,,1,,,,,,,1,,5,,,,,2,,,3,1,,,,,,,,,1,,3,,,1,,,,,,6,,,,,,6,,,,,,,,,,,,2,,,,,,2,,,,,2
8711,EMPD2,Bakaly lake; W-E transect through mixed forests,Tinner_a40,41.8666666666667,71.9666666666667,1880,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,2,,,,,,,,,,,31,,,,,,,,,7,,,,1,70,1,,,,,,11,,,,,,,,,,,2,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,4,,1,,,,,,,,1,,,6,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,39,2,,,,,1,,23,,,256,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,2,,23,,2,,,,,,,,,,10,,,,,1,,127,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,6,,,1,,,,4,,,,,,,,4,,,,,,,,,6,,,,,1,,,,,,,2,,,,,,1,,,,,,1,,,,,
8712,EMPD2,Bakaly lake; W-E transect through mixed forests,Tinner_a41,41.8666666666667,71.9666666666667,1880,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,,,,,,,,,,35,,,,,,,,,20,,,,2,52,2,,1,,,,7,,,,,,,,,,,1,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,5,,2,,,,,,,,,1,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,13,,,76,,,,,1,,,,,,,,,,,1,,25,,,,,,,,,,,,,1,,,,1,,10,,,,,,,,,,,,7,,,,,1,,462,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,2,,,,,,,,,1,,3,,,,,,,,,,,,,,,1,,,,,,3,,,,,,1,,,,,,,,,,,2
8713,EMPD2,Bakaly lake; W-E transect through mixed forests,Tinner_a42,41.8666666666667,71.9666666666667,1880,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,1,,,,,,,,,,,47,,,,,,,,,22,,,,4,101,4,,,,,,6,,,4,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,1,,,,,6,,4,,,,,,1,,,1,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,18,,,,1,,,,16,,,105,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,2,,,1,,31,,,,,,,1,,,,,8,,,,,,,289,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4,,,3,,,,,,,,,,,,7,,,,,,,,,1,,,,,,25,,,,,,,,,,,,6,,,,,,2,,,,,
8714,EMPD2,Bakaly lake; W-E transect through mixed forests,Tinner_a43,41.8666666666667,71.9666666666667,1880,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,,,,,,,,,,55,,,,,,,,,14,,,,5,98,1,,,,,,2,,,1,,,,,,,,2,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,4,1,,,3,,,,13,,,254,,2,,,,,,,,,,,,,,6,,9,,,,,,,,,,,,,1,,,,,,13,,,,,,,,,,,,21,,,,,,,111,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,3,,,,,2,,,1,1,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,1
