ID_ENTITY_PUB,ID_ENTITY,ID_PUB,citation
420,1535,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
421,1533,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
422,1525,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
423,1521,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
424,1517,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
425,1510,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
426,1524,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
427,1513,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
428,1536,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
429,1508,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
430,1526,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
431,1537,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
432,1538,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
433,1539,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
434,1540,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
435,1541,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
436,1542,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
437,1543,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
438,1544,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
439,1545,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
440,1520,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
441,1515,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
442,1516,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
443,1522,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
444,1528,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
445,1509,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
446,1523,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
447,1527,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
448,1530,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
449,1518,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
450,1514,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
451,1511,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
452,1531,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
453,1532,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
454,1776,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
455,1685,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
456,1317,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
457,1761,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
458,1760,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
459,1772,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
460,1768,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
461,1773,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
462,1777,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
463,1789,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
464,1765,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
465,1758,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
466,1759,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
467,1788,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
468,1775,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
469,1764,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
470,1763,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
471,1779,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
472,1770,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
473,1771,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
474,1757,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
475,1796,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
476,1794,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
477,1795,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
478,1793,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
479,1778,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
480,1792,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
481,1766,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
482,1783,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
483,1785,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
484,1780,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
485,1781,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
486,1782,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
487,1784,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
488,1791,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
489,1786,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
490,1787,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
491,1774,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
492,1769,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
493,1790,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
494,1767,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
495,1756,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
496,1762,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
497,1754,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
498,1755,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
499,1315,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
500,1316,125,"Leroy SAG, Kakroodi AA, Kroonenberg S, Lahijani HK, Alimohammadian H, Nigarov A (2013) Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews 70 (0):28-47"
501,1598,126,"Leroy SAG, Lahijani HAK, Djamali M, Naqinezhad A, Moghadam MV, Arpe K, Shah-Hosseini M, Hosseindoust M, Miller CS, Tavakoli V, Habibi P, Naderi Beni M (2011) Late Little Ice Age palaeoenvironmental records from the Anzali and Amirkola Lagoons (south Caspian Sea): Vegetation and sea level changes. Palaeogeography, Palaeoclimatology, Palaeoecology 302 (3-4):415-434."
502,1599,126,"Leroy SAG, Lahijani HAK, Djamali M, Naqinezhad A, Moghadam MV, Arpe K, Shah-Hosseini M, Hosseindoust M, Miller CS, Tavakoli V, Habibi P, Naderi Beni M (2011) Late Little Ice Age palaeoenvironmental records from the Anzali and Amirkola Lagoons (south Caspian Sea): Vegetation and sea level changes. Palaeogeography, Palaeoclimatology, Palaeoecology 302 (3-4):415-434."
503,1600,126,"Leroy SAG, Lahijani HAK, Djamali M, Naqinezhad A, Moghadam MV, Arpe K, Shah-Hosseini M, Hosseindoust M, Miller CS, Tavakoli V, Habibi P, Naderi Beni M (2011) Late Little Ice Age palaeoenvironmental records from the Anzali and Amirkola Lagoons (south Caspian Sea): Vegetation and sea level changes. Palaeogeography, Palaeoclimatology, Palaeoecology 302 (3-4):415-434."
504,1601,126,"Leroy SAG, Lahijani HAK, Djamali M, Naqinezhad A, Moghadam MV, Arpe K, Shah-Hosseini M, Hosseindoust M, Miller CS, Tavakoli V, Habibi P, Naderi Beni M (2011) Late Little Ice Age palaeoenvironmental records from the Anzali and Amirkola Lagoons (south Caspian Sea): Vegetation and sea level changes. Palaeogeography, Palaeoclimatology, Palaeoecology 302 (3-4):415-434."
505,1602,126,"Leroy SAG, Lahijani HAK, Djamali M, Naqinezhad A, Moghadam MV, Arpe K, Shah-Hosseini M, Hosseindoust M, Miller CS, Tavakoli V, Habibi P, Naderi Beni M (2011) Late Little Ice Age palaeoenvironmental records from the Anzali and Amirkola Lagoons (south Caspian Sea): Vegetation and sea level changes. Palaeogeography, Palaeoclimatology, Palaeoecology 302 (3-4):415-434."
506,1603,126,"Leroy SAG, Lahijani HAK, Djamali M, Naqinezhad A, Moghadam MV, Arpe K, Shah-Hosseini M, Hosseindoust M, Miller CS, Tavakoli V, Habibi P, Naderi Beni M (2011) Late Little Ice Age palaeoenvironmental records from the Anzali and Amirkola Lagoons (south Caspian Sea): Vegetation and sea level changes. Palaeogeography, Palaeoclimatology, Palaeoecology 302 (3-4):415-434."
507,1604,126,"Leroy SAG, Lahijani HAK, Djamali M, Naqinezhad A, Moghadam MV, Arpe K, Shah-Hosseini M, Hosseindoust M, Miller CS, Tavakoli V, Habibi P, Naderi Beni M (2011) Late Little Ice Age palaeoenvironmental records from the Anzali and Amirkola Lagoons (south Caspian Sea): Vegetation and sea level changes. Palaeogeography, Palaeoclimatology, Palaeoecology 302 (3-4):415-434."
508,1045,126,"Leroy SAG, Lahijani HAK, Djamali M, Naqinezhad A, Moghadam MV, Arpe K, Shah-Hosseini M, Hosseindoust M, Miller CS, Tavakoli V, Habibi P, Naderi Beni M (2011) Late Little Ice Age palaeoenvironmental records from the Anzali and Amirkola Lagoons (south Caspian Sea): Vegetation and sea level changes. Palaeogeography, Palaeoclimatology, Palaeoecology 302 (3-4):415-434."
509,1165,126,"Leroy SAG, Lahijani HAK, Djamali M, Naqinezhad A, Moghadam MV, Arpe K, Shah-Hosseini M, Hosseindoust M, Miller CS, Tavakoli V, Habibi P, Naderi Beni M (2011) Late Little Ice Age palaeoenvironmental records from the Anzali and Amirkola Lagoons (south Caspian Sea): Vegetation and sea level changes. Palaeogeography, Palaeoclimatology, Palaeoecology 302 (3-4):415-434."
510,1166,126,"Leroy SAG, Lahijani HAK, Djamali M, Naqinezhad A, Moghadam MV, Arpe K, Shah-Hosseini M, Hosseindoust M, Miller CS, Tavakoli V, Habibi P, Naderi Beni M (2011) Late Little Ice Age palaeoenvironmental records from the Anzali and Amirkola Lagoons (south Caspian Sea): Vegetation and sea level changes. Palaeogeography, Palaeoclimatology, Palaeoecology 302 (3-4):415-434."
511,1167,126,"Leroy SAG, Lahijani HAK, Djamali M, Naqinezhad A, Moghadam MV, Arpe K, Shah-Hosseini M, Hosseindoust M, Miller CS, Tavakoli V, Habibi P, Naderi Beni M (2011) Late Little Ice Age palaeoenvironmental records from the Anzali and Amirkola Lagoons (south Caspian Sea): Vegetation and sea level changes. Palaeogeography, Palaeoclimatology, Palaeoecology 302 (3-4):415-434."
512,1168,126,"Leroy SAG, Lahijani HAK, Djamali M, Naqinezhad A, Moghadam MV, Arpe K, Shah-Hosseini M, Hosseindoust M, Miller CS, Tavakoli V, Habibi P, Naderi Beni M (2011) Late Little Ice Age palaeoenvironmental records from the Anzali and Amirkola Lagoons (south Caspian Sea): Vegetation and sea level changes. Palaeogeography, Palaeoclimatology, Palaeoecology 302 (3-4):415-434."
513,1505,126,"Leroy SAG, Lahijani HAK, Djamali M, Naqinezhad A, Moghadam MV, Arpe K, Shah-Hosseini M, Hosseindoust M, Miller CS, Tavakoli V, Habibi P, Naderi Beni M (2011) Late Little Ice Age palaeoenvironmental records from the Anzali and Amirkola Lagoons (south Caspian Sea): Vegetation and sea level changes. Palaeogeography, Palaeoclimatology, Palaeoecology 302 (3-4):415-434."
515,1050,127,"Leroy SAG, Marret F, Gibert E, Chalié F, Reyss JL, Arpe K (2007) River inflow and salinity changes in the Caspian Sea during the last 5500 years. Quaternary Science Reviews 26 (25-28):3359-3383"
517,1506,129,"Leroy SAG, Schwab MJ, Costa PJM (2010) Seismic influence on the last 1500-year infill history of Lake Sapanca (North Anatolian Fault, NW Turkey). Tectonophysics 486 (1-4):15-27"
528,1710,136,"Lopez, P., J.A. Lopez-Saez, E.N. Chernykh, and P.E. Tarasov. (2003) Late Holocene vegetation history and human activity shown by pollen analysis of Novienki peat bog (Kargaly region, Orenburg Oblast, Russia) Veget Hist Archaeobot (2003 ) 12:75-82"
533,1426,141,"Matishov GG, Novenko EY, Krasnorutskaya KV (2012) Late holocene climate changes in the Sea of Azov region. Doklady Earth Sciences 444 (1):656-660"
534,1427,141,"Matishov GG, Novenko EY, Krasnorutskaya KV (2012) Late holocene climate changes in the Sea of Azov region. Doklady Earth Sciences 444 (1):656-660"
535,1428,141,"Matishov GG, Novenko EY, Krasnorutskaya KV (2012) Late holocene climate changes in the Sea of Azov region. Doklady Earth Sciences 444 (1):656-660"
536,1415,141,"Matishov GG, Novenko EY, Krasnorutskaya KV (2012) Late holocene climate changes in the Sea of Azov region. Doklady Earth Sciences 444 (1):656-660"
537,1424,141,"Matishov GG, Novenko EY, Krasnorutskaya KV (2012) Late holocene climate changes in the Sea of Azov region. Doklady Earth Sciences 444 (1):656-660"
538,1425,141,"Matishov GG, Novenko EY, Krasnorutskaya KV (2012) Late holocene climate changes in the Sea of Azov region. Doklady Earth Sciences 444 (1):656-660"
539,1416,141,"Matishov GG, Novenko EY, Krasnorutskaya KV (2012) Late holocene climate changes in the Sea of Azov region. Doklady Earth Sciences 444 (1):656-660"
540,1417,141,"Matishov GG, Novenko EY, Krasnorutskaya KV (2012) Late holocene climate changes in the Sea of Azov region. Doklady Earth Sciences 444 (1):656-660"
541,1418,141,"Matishov GG, Novenko EY, Krasnorutskaya KV (2012) Late holocene climate changes in the Sea of Azov region. Doklady Earth Sciences 444 (1):656-660"
542,1419,141,"Matishov GG, Novenko EY, Krasnorutskaya KV (2012) Late holocene climate changes in the Sea of Azov region. Doklady Earth Sciences 444 (1):656-660"
543,1420,141,"Matishov GG, Novenko EY, Krasnorutskaya KV (2012) Late holocene climate changes in the Sea of Azov region. Doklady Earth Sciences 444 (1):656-660"
544,1421,141,"Matishov GG, Novenko EY, Krasnorutskaya KV (2012) Late holocene climate changes in the Sea of Azov region. Doklady Earth Sciences 444 (1):656-660"
545,1422,141,"Matishov GG, Novenko EY, Krasnorutskaya KV (2012) Late holocene climate changes in the Sea of Azov region. Doklady Earth Sciences 444 (1):656-660"
546,1423,141,"Matishov GG, Novenko EY, Krasnorutskaya KV (2012) Late holocene climate changes in the Sea of Azov region. Doklady Earth Sciences 444 (1):656-660"
550,1157,145,"Mudie, P., Aksu, A.E., Hiscott, R. & Gillespie, H. 2007. Palynological evidence for climatic change, anthropogenic activity and outflow of Black Sea Water during the late Pleistocene and Holocene: centennial- to decadal-scale records from Black, Marmara and  Aegean Sea cores.Quaternary International, in press"
552,1336,147,"Panovska, H., Bozilova, E., Tonkov, S. 1995. A palaeoecological investigation on the vegetaion history in the Southern Pirin Mts. (SW. Bulgaria). In: Advances in Holocene Palaeoecology in Bulgaria. Bozilova, Tonkov eds. Pensoft Publicat. Sofia-Moscow. 32-46."
553,1145,148,"Petrov, Sl. and Filipovitch, L. (1987). Postglacial changes of the vegetation on the slopes of Sredna Gora mountain. Proceedings Nat. Conf. of Botany (Bulgaria). 339-406."
